name1,name2,Sd,Nd,S,N,pS,pN
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_AY323490,113.0,9.0,357.6666666666665,1130.3333333333317,0.315936626281454,0.007962253022707177
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_MG720085,111.0,10.0,357.99999999999994,1129.9999999999984,0.31005586592178774,0.008849557522123906
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_MG720086,118.0,9.0,358.66666666666663,1129.3333333333314,0.3289962825278811,0.007969303423848892
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_GGEV+TSEV_DQ235153,289.6666666666667,140.33333333333331,354.4999999999999,1133.4999999999989,0.8171133051245889,0.12380532274665501
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_GGEV+TSEV_DQ235151,291.1666666666667,137.83333333333331,354.99999999999983,1132.999999999999,0.8201877934272305,0.12165342747867028
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_GGV_subtype_GGV1_DQ235145,275.50000000000006,210.49999999999997,348.6666666666667,1139.333333333332,0.7901529636711282,0.1847571679344648
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_GGV_subtype_GGV2_MN830233,267.99999999999994,206.99999999999997,350.0,1137.9999999999989,0.7657142857142856,0.18189806678383144
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_Karshi_subtype_Karshi1_AY863002,263.83333333333337,220.16666666666666,348.4999999999997,1136.499999999999,0.7570540411286473,0.19372341985628405
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_Karshi_subtype_Karshi2_DQ462443,269.1666666666667,218.83333333333334,346.9999999999997,1137.999999999999,0.7756964457252649,0.19229642647920345
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_Karshi_subtype_Karshi3_MH688511,261.0,212.0,352.4999999999997,1132.4999999999993,0.7404255319148942,0.1871964679911701
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_Langat_subtype_Langat_AF253419,272.0,142.0,354.83333333333314,1133.1666666666658,0.7665570690465011,0.12531254596264166
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_Langat_subtype_Langat_MK680893,267.5,138.5,353.49999999999994,1134.499999999999,0.7567185289957569,0.12208021154693707
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_LIV_MG243699,274.3333333333333,148.66666666666666,351.00000000000006,1136.9999999999986,0.7815764482431147,0.13075344473761374
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_LIV_KF056331,262.66666666666663,153.33333333333331,352.33333333333337,1135.6666666666652,0.7455061494796592,0.13501614323451733
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_LIV_KJ495985,270.16666666666663,145.83333333333331,353.3333333333334,1134.6666666666654,0.7646226415094336,0.12852526439482975
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_LIV_MK007532,272.66666666666663,143.33333333333331,353.3333333333334,1134.6666666666654,0.7716981132075469,0.12632197414806123
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_LIV_MK007533,273.16666666666663,149.83333333333331,352.66666666666674,1135.3333333333323,0.7745746691871452,0.13197298884321795
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_LIV_MK007534,273.8333333333333,147.16666666666666,352.8333333333335,1135.1666666666654,0.7760982522437407,0.12964322419615343
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_LIV_MK007539,267.16666666666663,147.83333333333331,353.5000000000001,1134.4999999999986,0.7557755775577554,0.13030703687380651
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_LIV_MK007540,275.8333333333333,142.16666666666666,352.3333333333335,1135.6666666666654,0.7828760643330176,0.12518344584678617
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_LIV_MK007544,278.66666666666663,144.33333333333331,353.00000000000006,1134.999999999999,0.7894239848914067,0.12716593245227614
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_LIV_MN844186,272.16666666666663,147.83333333333331,352.6666666666668,1135.3333333333321,0.7717391304347823,0.13021139166177345
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_LIV_NC001809,271.5,147.5,353.8333333333334,1134.1666666666654,0.7673104097974562,0.13005143277002218
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_LIV_KP144332,273.3333333333333,144.66666666666666,352.33333333333337,1135.6666666666654,0.7757805108798485,0.1273847960082185
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_LIV_DQ235152,259.16666666666663,139.83333333333331,353.33333333333337,1134.6666666666656,0.7334905660377357,0.12323736780258529
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_Omsk1_AB507800,296.8333333333333,148.16666666666666,352.16666666666674,1135.8333333333321,0.842877425461429,0.13044754218635377
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_Omsk1_MT354616,293.16666666666663,141.83333333333331,351.0000000000001,1136.9999999999986,0.8352326685660015,0.12474347698622118
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_Omsk2_AY193805,289.8333333333333,144.16666666666666,353.6666666666665,1134.3333333333326,0.8195098963242228,0.12709374081692631
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_Omsk2_MT354615,288.99999999999994,145.0,353.6666666666665,1134.3333333333326,0.8171536286522151,0.1278283867176022
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_Omsk2_MT354618,294.16666666666663,147.83333333333331,352.8333333333332,1135.166666666666,0.8337269721303734,0.13023050946997508
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_Omsk2_OL689364,286.99999999999994,147.0,353.1666666666666,1134.8333333333323,0.8126474752241624,0.12953443971214582
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_Omsk2_OP292291,294.16666666666663,147.83333333333331,352.6666666666666,1135.3333333333326,0.8341209829867676,0.13021139166177342
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_Powassan_subtype_Powassan1_HM440558,276.99999999999994,172.99999999999997,347.8333333333332,1140.1666666666652,0.7963584091998085,0.15173220289431388
