name1,name2,Sd,Nd,S,N,pS,pN
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_AY323490,672.6666666666667,107.33333333333334,2432.000000000002,7816.000000000114,0.27658991228070157,0.013732514500170392
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_MG720085,687.1666666666666,110.83333333333333,2432.0000000000023,7816.000000000114,0.28255208333333304,0.014180313886045511
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_MG720086,703.0,118.0,2432.8333333333353,7815.166666666782,0.2889634856477356,0.015098846260476202
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_GGEV+TSEV_DQ235153,1928.1666666666667,1137.8333333333335,2423.0000000000014,7819.000000000112,0.7957765855000684,0.14552159270153692
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_TBEV_subtype_GGEV+TSEV_DQ235151,1928.3333333333333,1133.6666666666667,2420.3333333333326,7821.666666666772,0.7967222145709959,0.1449392712550588
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_GGV_subtype_GGV1_DQ235145,1929.0,1549.0000000000002,2401.666666666668,7840.333333333433,0.8031922276197081,0.1975681306066894
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_GGV_subtype_GGV2_MN830233,1911.4999999999995,1519.5000000000005,2399.8333333333335,7842.16666666676,0.7965136467810262,0.1937602278281915
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_Karshi_subtype_Karshi1_AY863002,1897.5000000000002,1618.4999999999998,2404.5000000000027,7834.500000000088,0.789145352464129,0.2065862531112364
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_Karshi_subtype_Karshi2_DQ462443,1929.3333333333333,1615.6666666666665,2406.8333333333353,7832.166666666758,0.8016065369434243,0.20628604260208724
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_Karshi_subtype_Karshi3_MH688511,1885.3333333333337,1637.6666666666663,2413.833333333338,7825.166666666757,0.7810536491058468,0.20928201742241664
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_Langat_subtype_Langat_AF253419,1900.3333333333337,1147.6666666666665,2422.16666666667,7819.833333333436,0.7845592788825422,0.14676357126110762
genus_mammalflavi_species_Alkh+Kya_subtype_Alkh+Kya_JF416966,genus_mammalflavi_species_Langat_subtype_Langat_MK680893,1892.3333333333335,1136.6666666666665,2419.0000000000036,7823.000000000098,0.7822791787239896,0.1452980527504349
